polaridad,subjetividad,sentimiento,word_count
-0.7096,0.25690476190476186,neg,18
-0.6369,0.6333333333333333,neg,18
0.0,0.9,neu,4
-0.7003,0.4,neg,7
-0.7096,0.0,neg,7
-0.4939,0.5,neu,7
0.3612,0.0,neu,8
-0.4404,0.0,neu,5
-0.128,0.5785714285714286,neu,21
-0.5106,0.0,neg,3
-0.9169,0.1,neg,10
-0.7579,0.0,neg,7
-0.8176,0.0,neg,6
-0.8519,0.5238095238095238,neg,19
0.0,0.6772727272727272,neu,6
0.0762,0.9,neu,7
-0.1725,0.6857142857142858,neu,22
-0.6369,0.9,neg,8
-0.8591,0.6232142857142857,neg,17
-0.1027,0.15000000000000002,neu,12
0.9217,0.8777777777777778,pos,9
-0.7783,0.4833333333333333,neg,12
-0.0258,0.0,neu,9
0.0,0.0,neu,11
0.6486,0.55,pos,8
-0.8126,0.6000000000000001,neg,23
-0.4404,0.0,neu,5
-0.4588,1.0,neu,5
-0.7522,0.1,neg,10
-0.8911,0.8555555555555555,neg,18
-0.8176,0.3444444444444445,neg,9
-0.4588,0.9,neu,7
-0.6597,0.4,neg,11
-0.5106,0.0,neg,2
-0.5106,0.0,neg,2
-0.4201,0.1,neu,8
-0.1779,0.7,neu,11
0.4215,0.37727272727272726,neu,19
0.7805,0.7,pos,17
0.2023,0.5,neu,9
0.0,0.0,neu,11
0.0,0.3333333333333333,neu,14
-0.552,0.55,neg,7
-0.5106,0.0,neg,4
0.0258,0.3,neu,7
-0.8435,0.4514285714285714,neg,21
-0.3182,0.4,neu,16
-0.9325,0.4698412698412698,neg,21
-0.7717,0.7,neg,18
0.5429,0.7204761904761905,pos,24
-0.128,0.0,neu,6
-0.5106,0.0,neg,2
-0.5106,0.43452380952380953,neg,13
-0.5106,0.0,neg,3
-0.6597,0.0,neg,5
0.5553,0.6857142857142857,pos,13
0.0772,0.55,neu,20
0.3182,0.596875,neu,15
0.4404,0.7178571428571429,neu,10
0.0516,0.7136363636363636,neu,13
-0.1027,0.525,neu,10
-0.0516,0.6599999999999999,neu,14
-0.4939,0.4,neu,4
-0.9153,0.35555555555555557,neg,18
-0.7579,0.49375,neg,33
-0.4767,0.9,neu,18
-0.2023,0.4,neu,8
-0.6124,0.3,neg,7
-0.5106,0.0,neg,5
-0.0516,0.5,neu,9
0.6486,0.4833333333333334,pos,11
0.743,0.38484848484848483,pos,13
-0.7506,0.5399999999999999,neg,9
-0.5106,0.0,neg,2
0.8736,0.4,pos,9
0.6814,0.0,pos,7
-0.6486,0.4,neg,2
0.2263,0.6,neu,5
-0.128,0.022222222222222223,neu,21
-0.0258,0.6866666666666668,neu,21
-0.765,0.658974358974359,neg,24
-0.9153,0.21666666666666667,neg,20
-0.25,0.7083333333333334,neu,9
0.097,0.3903846153846154,neu,24
0.0,0.0,neu,2
-0.7845,0.5357142857142857,neg,10
-0.4404,0.0,neu,3
0.8689,0.7000000000000001,pos,8
-0.5267,1.0,neg,16
-0.2263,0.0,neu,9
-0.128,0.4466666666666666,neu,22
-0.1779,0.6266666666666667,neu,16
-0.7096,0.3333333333333333,neg,13
-0.2594,0.06666666666666667,neu,7
-0.5267,0.9,neg,6
-0.9022,0.0,neg,10
-0.7351,1.0,neg,9
-0.6808,0.95,neg,17
-0.6878,0.513888888888889,neg,28
0.4215,0.26785714285714285,neu,16
-0.7096,0.5399999999999999,neg,6
-0.8271,0.6,neg,8
-0.4939,0.0,neu,11
-0.4404,0.0,neu,2
-0.6808,0.44801587301587303,neg,16
-0.7351,0.0,neg,4
0.8316,0.5644444444444445,pos,29
-0.0258,0.0,neu,2
-0.5423,0.33333333333333337,neg,18
0.9231,0.6083333333333334,pos,11
-0.296,0.25,neu,12
-0.6249,0.6,neg,9
-0.6808,0.0,neg,5
0.3111,0.5125,neu,26
-0.2263,0.0,neu,4
0.4019,0.35,neu,23
-0.4404,0.0,neu,3
-0.5994,0.7,neg,15
0.34,0.55,neu,4
-0.7096,0.13333333333333333,neg,23
-0.6908,0.44166666666666665,neg,27
-0.3862,0.0,neu,10
-0.1531,0.0,neu,20
-0.8225,0.6488095238095238,neg,22
-0.2023,0.625,neu,10
-0.128,0.8083333333333333,neu,23
-0.8658,0.6444444444444444,neg,23
-0.4404,0.7,neu,16
0.0,0.9,neu,6
-0.5719,0.6,neg,26
0.5859,0.5625,pos,25
0.6369,0.5904761904761905,pos,21
-0.8555,0.75,neg,21
0.0,0.30000000000000004,neu,8
0.0,0.0,neu,5
-0.5106,0.8,neg,6
-0.5106,0.0,neg,2
-0.9571,0.35,neg,19
0.624,0.35,pos,23
-0.743,0.125,neg,14
0.4767,0.5777777777777778,neu,20
-0.8807,0.3,neg,10
-0.891,0.5357142857142857,neg,17
-0.128,0.7,neu,6
-0.4939,0.0,neu,9
-0.1531,0.7144444444444444,neu,17
0.25,0.0,neu,13
-0.0253,1.0,neu,6
-0.2732,1.0,neu,8
-0.0258,0.0,neu,6
-0.4939,0.9,neu,26
-0.743,0.3,neg,25
0.0,0.5,neu,9
-0.7964,0.525,neg,16
0.0,0.9,neu,4
-0.6124,0.4,neg,5
-0.1531,0.6666666666666666,neu,23
-0.296,0.4066666666666666,neu,20
-0.2263,0.0,neu,5
-0.34,0.43333333333333335,neu,21
-0.7717,0.0,neg,4
-0.8779,0.7871428571428571,neg,17
-0.9485,0.06666666666666667,neg,27
-0.872,0.4166666666666667,neg,19
-0.4404,0.0,neu,4
-0.5994,0.0,neg,8
-0.4939,0.0,neu,5
-0.682,0.0,neg,22
-0.1027,0.5777777777777778,neu,20
-0.5106,0.2,neg,3
-0.6124,0.3333333333333333,neg,25
-0.8341,0.5452380952380952,neg,14
0.0,0.9,neu,4
0.0,0.0,neu,1
-0.204,0.5399999999999999,neu,10
-0.5106,0.0,neg,3
-0.4404,0.0,neu,4
0.3182,0.8888888888888888,neu,12
-0.25,0.6166666666666667,neu,27
-0.6369,0.9,neg,10
-0.6486,0.4,neg,11
-0.1567,0.2,neu,6
-0.2732,0.75,neu,24
-0.3903,0.45454545454545453,neu,17
-0.0593,0.325,neu,22
-0.8834,0.5,neg,21
0.5423,1.0,pos,23
-0.2023,0.2,neu,11
0.9392,0.49999999999999994,pos,24
-0.7845,0.25,neg,16
-0.5106,0.0,neg,8
-0.91,0.2,neg,17
-0.0258,0.35,neu,6
-0.3818,0.4,neu,18
-0.4588,0.6,neu,11
-0.91,0.45,neg,23
-0.4939,0.0,neu,2
-0.3758,0.6849999999999999,neu,18
-0.8442,0.5333333333333333,neg,18
-0.5423,0.5,neg,11
-0.9485,0.725,neg,26
0.2235,0.79375,neu,11
-0.5302,0.34,neg,19
-0.7506,0.0,neg,3
-0.4939,0.0,neu,10
-0.875,0.5,neg,14
0.7096,0.5777777777777778,pos,22
-0.34,0.10000000000000002,neu,19
0.0,0.65,neu,6
-0.5991,0.2,neg,15
0.3182,0.6772727272727272,neu,11
-0.0516,0.6666666666666666,neu,20
-0.4404,0.0,neu,6
0.3612,0.9,neu,9
-0.4939,0.0,neu,4
0.0258,0.4285714285714286,neu,16
-0.0772,0.3,neu,7
0.6164,0.0,pos,9
0.2654,0.7333333333333333,neu,8
-0.8689,0.0,neg,17
0.2263,0.9,neu,14
-0.7506,0.5333333333333333,neg,14
-0.7096,0.30714285714285716,neg,13
-0.6369,0.9,neg,18
-0.7184,0.5625,neg,16
-0.5413,0.35,neg,10
0.6159,0.54375,pos,11
0.6908,0.6416666666666667,pos,20
-0.5106,0.0,neg,4
0.0516,1.0,neu,9
-0.2023,0.0,neu,3
-0.8834,0.2333333333333333,neg,22
0.8402,0.47500000000000003,pos,18
-0.5106,0.0,neg,5
-0.8126,0.0,neg,11
0.0,0.375,neu,15
0.3612,0.95,neu,11
-0.8115,0.9,neg,13
0.6597,0.55,pos,15
-0.4215,0.6958333333333333,neu,11
-0.7396,0.0,neg,9
0.1027,0.5,neu,7
-0.25,0.75,neu,15
-0.8689,0.33122710622710627,neg,28
-0.5994,0.5,neg,11
-0.5106,0.0,neg,2
-0.1027,0.0,neu,6
0.0,0.5119047619047619,neu,11
-0.7269,0.3333333333333333,neg,8
-0.1779,0.625,neu,13
-0.7351,0.30625,neg,24
-0.5106,0.0,neg,7
-0.25,0.25,neu,27
-0.9379,0.35,neg,16
-0.9201,0.325,neg,22
0.3612,0.55,neu,12
0.2732,0.5833333333333334,neu,21
0.7293,0.5535714285714285,pos,20
-0.0258,0.0,neu,12
0.7845,0.6375,pos,21
0.7506,0.6142857142857142,pos,28
0.296,0.6000000000000001,neu,22
-0.34,0.1,neu,3
-0.802,0.2,neg,4
0.0258,0.7,neu,24
-0.5106,0.0,neg,5
-0.7003,0.6000000000000001,neg,14
0.5719,0.5568181818181818,pos,18
-0.4939,0.0,neu,3
-0.8176,0.4,neg,11
-0.25,0.611904761904762,neu,9
-0.7184,0.0,neg,6
-0.7717,0.0,neg,14
0.8316,0.8125,pos,20
-0.6705,0.65,neg,8
-0.8815,0.4933333333333333,neg,23
-0.6369,0.7,neg,8
0.4019,0.0,neu,16
0.2023,1.0,neu,3
-0.5859,0.275,neg,25
0.7783,0.3333333333333333,pos,24
0.3182,0.0,neu,4
0.1779,0.2,neu,17
-0.5574,0.8888888888888888,neg,11
-0.5106,0.0,neg,18
-0.3612,0.8,neu,9
0.1027,0.6333333333333333,neu,11
0.5106,0.0,pos,6
-0.1027,0.36875,neu,14
-0.0258,1.0,neu,4
0.6836,0.3,pos,21
-0.9325,0.4408163265306122,neg,21
-0.6597,0.2,neg,8
-0.3818,0.6625,neu,14
0.7351,0.43333333333333335,pos,6
-0.7964,0.6666666666666666,neg,24
-0.4588,0.5444444444444444,neu,14
0.3657,0.7,neu,14
-0.4939,0.22000000000000003,neu,23
-0.9432,0.35833333333333334,neg,27
0.2263,0.0,neu,7
0.8779,0.4866666666666667,pos,16
0.5719,0.3513888888888889,pos,10
0.0516,0.9,neu,18
-0.0772,0.7,neu,6
-0.9186,0.1,neg,24
-0.4767,0.3666666666666667,neu,18
-0.128,0.0,neu,5
0.3412,0.3333333333333333,neu,15
-0.5106,0.0,neg,9
0.4767,0.8333333333333334,neu,11
0.9287,0.26666666666666666,pos,23
0.2023,0.6333333333333333,neu,20
-0.7717,0.5,neg,8
-0.4404,0.2,neu,7
-0.5106,0.0,neg,11
0.5818,0.5,pos,10
-0.4404,0.0,neu,10
-0.4336,0.611904761904762,neu,11
0.1779,0.29444444444444445,neu,23
0.5267,0.6333333333333333,pos,12
0.2263,0.0,neu,3
-0.5574,0.7,neg,7
-0.7003,0.0,neg,9
-0.1779,0.55,neu,20
0.6908,0.7,pos,11
0.8852,0.7333333333333334,pos,18
-0.7351,0.1625,neg,16
-0.5423,1.0,neg,5
-0.2263,0.0,neu,7
0.8583,0.8,pos,15
0.7879,0.0,pos,9
0.0,0.9,neu,3
-0.7579,1.0,neg,5
-0.5106,0.0,neg,2
0.1531,0.4,neu,33
0.3412,0.0,neu,3
-0.4404,0.0,neu,5
-0.8555,0.85,neg,14
0.1779,0.5535714285714286,neu,6
-0.4939,0.0,neu,3
-0.7184,0.25,neg,31
0.34,0.7000000000000001,neu,17
0.9118,0.8166666666666668,pos,18
0.3612,0.6,neu,5
-0.1779,0.0,neu,6
-0.8779,0.0,neg,8
0.0,0.0,neu,8
-0.0352,0.55,neu,19
-0.6908,0.0,neg,5
-0.4915,0.3,neu,8
0.2737,0.3333333333333333,neu,9
-0.0018,0.4,neu,22
0.0772,0.0,neu,5
-0.8885,0.8,neg,18
-0.5106,0.0,neg,2
0.4215,0.775,neu,4
-0.0516,0.0,neu,11
-0.5106,0.0,neg,4
0.1027,0.475,neu,11
-0.7783,0.0,neg,5
0.2023,0.2722222222222222,neu,27
